problem_idx,generation_accuracy,selection_accuracy,selection_precision,selection_recall,selection_f1,selection_tp,selection_tn,selection_fp,selection_fn,feature_thresholds,insufficient_data
85,0.824,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5613937973976135), 'grm_scores': np.float64(0.5036466717720032), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.5903923809528351), 'skyworks_scores': np.float64(0.6557224094867706), 'offset_bias_scores': np.float64(0.7341368049383163), 'urm_scores': np.float64(0.41349808871746063), 'gpm_scores': np.float64(0.5508586466312408), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.5969394445419312), 'grm_llama32_scores': np.float64(0.5297280550003052), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
86,0.936,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.3836505487561226), 'grm_scores': np.float64(0.4522128403186798), 'offset_bias_scores': np.float64(0.6002591550350189), 'qrm_scores': np.float64(0.5547881722450256), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6247763931751251), 'grm_llama32_scores': np.float64(0.5049283355474472), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.47959184646606445), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.5660346746444702), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.5771484375), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
87,0.864,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.6315611004829407), 'grm_scores': np.float64(0.6250150799751282), 'offset_bias_scores': np.float64(0.7913728356361389), 'qrm_scores': np.float64(0.6025843620300293), 'urm_scores': np.float64(0.6023602783679962), 'internlm_scores': np.float64(0.5309048593044281), 'gpm_scores': np.float64(0.7097620666027069), 'skyworks_scores': np.float64(0.710795447230339), 'grm_gemma_scores': np.float64(0.7125000059604645), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5)}",False
88,0.956,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6192920207977295), 'grm_scores': np.float64(0.5606411397457123), 'offset_bias_scores': np.float64(0.8213860094547272), 'qrm_scores': np.float64(0.7997347116470337), 'grm_gemma_scores': np.float64(0.7396104633808136), 'grm_llama32_scores': np.float64(0.7173876166343689), 'gpm_scores': np.float64(0.7499531954526901), 'urm_scores': np.float64(0.6331942975521088), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.6614096462726593), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
89,0.999,0,0.0,0.0,0.0,0,0,1,1,{},True
90,0.992,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.29130585491657257), 'grm_scores': np.float64(0.6955283284187317), 'offset_bias_scores': np.float64(0.6353949904441833), 'grm_gemma_scores': np.float64(0.6207056045532227), 'grm_llama32_scores': np.float64(0.6497943699359894), 'skyworks_scores': np.float64(0.7376611828804016), 'urm_scores': np.float64(0.8234588801860809), 'qrm_scores': np.float64(0.7409656047821045), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.5804131180047989), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5)}",False
91,0.992,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.4363558143377304), 'grm_scores': np.float64(0.3364950269460678), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.6443999260663986), 'skyworks_scores': np.float64(0.32646048069000244), 'internlm_scores': np.float64(0.277369000017643), 'urm_scores': np.float64(0.422945037484169), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.5281398296356201), 'grm_llama32_scores': np.float64(0.4225190654397011), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.32666487991809845), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
92,0.996,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.42100849747657776), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.39146602153778076), 'offset_bias_scores': np.float64(0.5220476537942886), 'skyworks_scores': np.float64(0.6132478415966034), 'gpm_scores': np.float64(0.11599471420049667), 'urm_scores': np.float64(0.3052210211753845), 'grm_gemma_scores': np.float64(0.3573683574795723), 'grm_scores': np.float64(0.4228196442127228), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6030729115009308), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
93,0.972,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5756431221961975), 'gpm_scores': np.float64(0.647161066532135), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.7629305124282837), 'skyworks_scores': np.float64(0.6506717801094055), 'urm_scores': np.float64(0.7862863540649414), 'qrm_scores': np.float64(0.7599920779466629), 'offset_bias_scores': np.float64(0.654821902513504), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.6371736377477646), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6703141927719116), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
94,0.88,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.7394123822450638), 'gpm_scores': np.float64(0.6775971353054047), 'grm_scores': np.float64(0.5957934260368347), 'internlm_scores': np.float64(0.70799720287323), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6118420958518982), 'grm_gemma_scores': np.float64(0.7020630985498428), 'urm_scores': np.float64(0.7134279608726501), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.636435329914093), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.8018309026956558), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5)}",False
95,1.0,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5281387865543365), 'gpm_scores': np.float64(0.6675392687320709), 'offset_bias_scores': np.float64(0.6864472180604935), 'urm_scores': np.float64(0.6700628697872162), 'qrm_scores': np.float64(0.7402926385402679), 'skyworks_scores': np.float64(0.6232339143753052), 'grm_gemma_scores': np.float64(0.5088028311729431), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.5934621691703796), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6247446089982986), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
96,0.952,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5191494598984718), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.49840596318244934), 'urm_scores': np.float64(0.33574816584587097), 'offset_bias_scores': np.float64(0.32262569665908813), 'grm_scores': np.float64(0.35109542310237885), 'judge_gpt-4o_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.4914858490228653), 'grm_llama32_scores': np.float64(0.7014749944210052), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.4742349535226822), 'grm_gemma_scores': np.float64(0.6088124215602875), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_qwq-32b-preview_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5)}",False
97,0.96,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6894458681344986), 'grm_scores': np.float64(0.5098276138305664), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.640444815158844), 'grm_llama32_scores': np.float64(0.7293689250946045), 'urm_scores': np.float64(0.6609874069690704), 'offset_bias_scores': np.float64(0.7681358456611633), 'grm_gemma_scores': np.float64(0.7296080887317657), 'gpm_scores': np.float64(0.7518795877695084), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.7607522755861282), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
98,0.98,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5519670248031616), 'grm_scores': np.float64(0.551282063126564), 'urm_scores': np.float64(0.6820158362388611), 'qrm_scores': np.float64(0.6385273039340973), 'grm_llama32_scores': np.float64(0.6064292788505554), 'skyworks_scores': np.float64(0.631914883852005), 'offset_bias_scores': np.float64(0.6502070128917694), 'grm_gemma_scores': np.float64(0.6266306936740875), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.45679013431072235), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5)}",False
99,0.76,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5887373387813568), 'gpm_scores': np.float64(0.6330948770046234), 'grm_scores': np.float64(0.5062782764434814), 'grm_gemma_scores': np.float64(0.5609128773212433), 'grm_llama32_scores': np.float64(0.6620080471038818), 'qrm_scores': np.float64(0.5167983919382095), 'offset_bias_scores': np.float64(0.677055686712265), 'urm_scores': np.float64(0.536136269569397), 'skyworks_scores': np.float64(0.5935843586921692), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
